EventID,Energy_GeV,pT_GeV,Eta,Phi
1,107.45071229516849,45.76240317977297,-0.6784947304872218,-0.693693512853224
2,97.92603548243223,45.46585891616146,-0.3054994630536529,-3.0466697734441137
3,109.71532807151038,32.04356827369985,-0.5973810610451429,2.5024234709453284
4,122.84544784612038,46.69909808298563,0.11041804694611956,0.1699224435213802
5,96.48769937914996,57.328290818217454,1.1971785314619128,2.19787242549155
6,96.4879456457623,37.25767880923205,-0.7710421571412046,-2.7652003164144716
7,123.68819223261087,60.484826510505926,1.000820497768414,-1.712431195867507
8,111.51152093729362,54.87774821084338,-0.7816720723468876,-1.5118600786397598
9,92.95788421097572,42.657666780289624,-0.8476272124968842,-0.7119383360640463
10,108.13840065378947,48.584703626621526,0.8185946183432132,1.9029655410870427
11,93.04873460781306,65.98321807641034,0.9219363780076167,-0.7127779009854969
12,93.01405369644614,57.33547813505866,0.8514099367626543,-1.8557166030535495
13,103.62943407349051,50.08783654898148,-1.3157974082181412,-2.7332468047194673
14,71.30079633013304,47.623166830390154,-0.46595097807205077,-2.6421312682981704
15,74.12623251230451,50.76609070451659,0.8229885920033214,1.6339247836671174
16,91.5656870613854,44.88236442057696,0.04154184056389461,-0.34681303571888744
17,84.80753319498365,28.952504942809853,-1.0736928461974642,1.421137902511889
18,104.71370998892911,70.42177910534731,0.4583179391254417,1.1453437651537204
19,86.37963886718184,51.553249991994015,-0.7148072589914705,-2.2910852227140825
20,78.81544447997062,53.981472651225374,1.794524848392212,-2.243801284899696
21,121.98473153382331,49.42092250123091,1.5448414624182585,1.6043611996813736
22,96.61335549270197,42.64883199275412,0.6040974263555673,1.390269690572274
23,101.01292307031886,48.140755190512294,1.3610067047697736,-0.7663552935032949
24,78.62877720679815,34.006052378056886,0.0647913501233811,-2.6551342261683035
25,91.83425913212226,72.77086498053305,0.7654374943750158,-3.0655785414081382
26,101.66383884564799,37.654880015776044,1.477720295302075,-1.3310491425700672
27,82.73509633866546,39.68033716152821,0.2454986817943127,-3.0836473996877385
28,105.63547027518509,45.597407956135996,-0.25518717151428366,-1.696003741086708
29,90.99041965121792,62.88075724852378,-1.7046219581771158,-0.5057917663429503
30,95.62459375310085,50.14508999262654,-0.08313352572149399,-2.3787149009217576
31,90.97440081655904,37.63864203969538,0.8234231845623113,-2.4863961777169905
32,127.78417276763406,62.543383607573396,0.9456334275676297,2.490889871323917
33,99.79754162893099,57.31000626785482,0.5043650657184098,0.5370240305608305
34,84.1343360656615,55.384349572164524,-0.5412990949622398,2.729765587688525
35,112.33817368154783,57.157342411708406,-1.9768215689475905,-0.9687027824533323
36,81.68734525043467,73.9436190058245,-0.4952150980047351,1.1130344674678465
37,103.13295392507133,71.85094895036113,-0.3043448710539514,-1.8554769311041752
